app,200,600,1000,1400,1800,2200,2700,3500,4500,5500,6500,7500,8500,9500,10500,11500,12500,13500,14500,15500,16500,17500,18500,19500,25000,35000,45000,55000,65000,75000,85000,95000,110000,130000,median_response,sum_hist,sum_ratios,mean_response,mean_log
Didomi,0.0219,0.1614,0.2992,0.2064,0.0902,0.0585,0.0517,0.0407,0.024,0.0152,0.0105,0.0031,0.0031,0.0029,0.0015,0.0015,0.0015,0.0015,0.0015,0.0003,0.0003,0.0003,0.0003,0.0003,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,1400,1863.48,1.0002,1863.1073785242952,7.530001006366432
Didomi,0.1868,0.3333,0.2003,0.1026,0.043,0.0302,0.0296,0.0274,0.0168,0.008,0.0057,0.0024,0.0008,0.0047,0.0009,0.0009,0.0009,0.0009,0.0009,0.0003,0.0003,0.0003,0.0003,0.0003,0.0012,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,1267.54,0.9996000000000002,1268.047218887555,7.1452333731741335
Didomi,0.0088,0.1004,0.1573,0.1442,0.122,0.0967,0.1086,0.105,0.057,0.0282,0.0158,0.0113,0.0088,0.0058,0.0031,0.0031,0.0031,0.0031,0.0031,0.0012,0.0012,0.0012,0.0012,0.0012,0.0049,0.0014,0.0012,0.0005,0.0001,0.0,0.0,0.0,0.0,0.0,1800,2801.44,0.9995,2802.841420710355,7.938388974719689
Didomi,0.1033,0.3008,0.2222,0.1285,0.0767,0.048,0.0337,0.0295,0.0186,0.0101,0.0059,0.0029,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.0008,0.0008,0.0008,0.0008,0.0008,0.0039,0.003,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,1000,1696.99,1.0001,1696.8203179682032,7.436511377464615
Didomi,0.08900000000000001,0.4257,0.2446,0.1007,0.0573,0.0274,0.0227,0.0151,0.0044,0.0049,0.0021,0.0006,0.0003,0.0009,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0018,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,600,1095.11,0.9993000000000001,1095.8771139797857,6.99931033894057
Didomi,0.2739,0.3351,0.1587,0.0849,0.0488,0.0321,0.0244,0.02,0.008,0.0032,0.0029,0.0019,0.0007,0.0002,0.0005,0.0005,0.0005,0.0005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0001,0.0013,0.0004,0.0002,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,600,1030.79,0.9999000000000001,1030.8930893089307,6.938180782528537
Didomi,0.012,0.184,0.1662,0.1137,0.0988,0.0752,0.0708,0.0967,0.0846,0.0504,0.0208,0.0093,0.0054,0.0036,0.0011,0.0011,0.0011,0.0011,0.0011,0.0003,0.0003,0.0003,0.0003,0.0003,0.0008,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800,2380.52,0.9995999999999999,2381.4725890356144,7.775474310216923
Didomi,0.0041,0.1003,0.1624,0.2027,0.1503,0.0766,0.0949,0.0633,0.0375,0.0338,0.0258,0.0144,0.0044,0.0081,0.0029,0.0029,0.0029,0.0029,0.0029,0.0004,0.0004,0.0004,0.0004,0.0004,0.0022,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800,2523.97,0.9997,2524.7274182254673,7.833888382704064
Didomi,0.2866,0.2946,0.1105,0.0563,0.0343,0.0259,0.0282,0.0328,0.0281,0.0231,0.0191,0.0143,0.0122,0.0118,0.0038,0.0038,0.0038,0.0038,0.0038,0.0002,0.0002,0.0002,0.0002,0.0002,0.0007,0.0004,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,1724.76,0.9989999999999999,1726.4864864864867,7.453843689684724
Didomi,0.4052,0.3955,0.1037,0.0297,0.0183,0.0089,0.0148,0.0084,0.0026,0.0014,0.0017,0.0042,0.0,0.0014,0.0006,0.0006,0.0006,0.0006,0.0006,0.0003,0.0003,0.0003,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,724.5,1.0003,724.2827151854444,6.58518180675174
Didomi,0.1031,0.2728,0.2339,0.1255,0.0734,0.045,0.0387,0.0389,0.0202,0.0101,0.0099,0.0069,0.0039,0.0025,0.0019,0.0019,0.0019,0.0019,0.0019,0.0005,0.0005,0.0005,0.0005,0.0005,0.0021,0.0004,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0,1000,1649.11,0.9997999999999999,1649.4398879775956,7.4081910474326556
Didomi,0.289,0.2538,0.1545,0.1026,0.0604,0.0389,0.028999999999999998,0.0383,0.0215,0.0053,0.0,0.0039,0.0,0.0016,0.0003,0.0003,0.0003,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,1103.97,1.0003,1103.638908327502,7.006368097545782
Didomi,0.1095,0.4109,0.2739,0.0615,0.0274,0.0276,0.006999999999999999,0.034,0.0071,0.006999999999999999,0.0071,0.0136,0.0,0.0,0.0027,0.0027,0.0027,0.0027,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,1263.73,1.0000999999999998,1263.6036396360366,7.141722949294182
Didomi,0.0016,0.0119,0.0476,0.0843,0.1124,0.1222,0.1662,0.2156,0.1132,0.052000000000000005,0.0241,0.0135,0.0085,0.005,0.0026,0.0026,0.0026,0.0026,0.0026,0.0008,0.0008,0.0008,0.0008,0.0008,0.0027,0.0008,0.0005,0.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0003,2700,3443.63,0.9997999999999999,3444.318863772755,8.144481446561738
Didomi,0.1041,0.2593,0.2034,0.1173,0.0715,0.0514,0.0488,0.043,0.0268,0.0157,0.011000000000000001,0.0071,0.0102,0.0048,0.0027,0.0027,0.0027,0.0027,0.0027,0.0009,0.0009,0.0009,0.0009,0.0009,0.0039,0.0016,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,2000.56,0.9994,2001.7610566339804,7.601782600421431
Didomi,0.1045,0.2692,0.2189,0.1301,0.0749,0.0502,0.0411,0.038,0.0189,0.0167,0.0082,0.0059,0.0046,0.0041,0.0015,0.0015,0.0015,0.0015,0.0015,0.0005,0.0005,0.0005,0.0005,0.0005,0.0021,0.001,0.0001,0.0001,0.0,0.0,0.0001,0.0,0.0002,0.0001,1000,1703.69,0.9989999999999999,1705.3953953953956,7.441552266289877
Didomi,0.1515,0.2677,0.1865,0.1175,0.0747,0.0476,0.0401,0.0484,0.0204,0.0123,0.0095,0.0059,0.0038,0.0016,0.0015,0.0015,0.0015,0.0015,0.0015,0.0005,0.0005,0.0005,0.0005,0.0005,0.0016,0.0009,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,1000,1610.72,1.0006,1609.7541475114933,7.383836742909145
Didomi,0.1227,0.44299999999999995,0.1816,0.1261,0.0587,0.034,0.0093,0.0149,0.0034,0.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,955.05,0.9997999999999999,955.2410482096419,6.861963715133811
Didomi,0.2497,0.3029,0.17,0.0991,0.0723,0.0374,0.0276,0.0167,0.0094,0.0046,0.0045,0.0013,0.0013,0.0,0.0003,0.0003,0.0003,0.0003,0.0003,0.0001,0.0001,0.0001,0.0001,0.0001,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,1058.46,0.9999,1058.5658565856586,6.9646703055367025
Didomi,0.2233,0.3767,0.1989,0.0841,0.036000000000000004,0.0237,0.0151,0.0189,0.0087,0.0057,0.001,0.001,0.0023,0.002,0.0005,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,965.48,0.9998999999999999,965.5765576557657,6.872725391998732
Didomi,0.0,0.0252,0.0751,0.1875,0.2251,0.225,0.1499,0.0499,0.0375,0.0125,0.0,0.0,0.0,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800,2185.68,0.9999,2185.898589858986,7.689782276928006
Didomi,0.0809,0.3672,0.2721,0.0987,0.0554,0.0363,0.027999999999999997,0.0301,0.006999999999999999,0.0093,0.0034,0.0045,0.0034,0.0009,0.0004,0.0004,0.0004,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,1230.76,1.0001,1230.6369363063693,7.115287148731923
Didomi,0.0048,0.0229,0.0644,0.096,0.1207,0.1131,0.1667,0.19899999999999998,0.0996,0.0473,0.0219,0.015,0.008,0.0027,0.002,0.002,0.002,0.002,0.002,0.0008,0.0008,0.0008,0.0008,0.0008,0.0025,0.0,0.0004,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,2700,3182.52,0.9993999999999998,3184.4306583950374,8.066028794851483
Didomi,0.1062,0.3313,0.2596,0.1262,0.064,0.031,0.0349,0.0182,0.0054,0.0019,0.0096,0.0,0.0075,0.0,0.0004,0.0004,0.0004,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,1278.03,0.9999,1278.1578157815782,7.153175113840703
Didomi,0.1525,0.287,0.2561,0.1144,0.0785,0.0383,0.0165,0.0191,0.0106,0.0099,0.0015,0.0014,0.0,0.003,0.0009,0.0009,0.0009,0.0009,0.0009,0.0,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,1000,1371.57,0.9996,1372.1188475390154,7.224111428104937
Didomi,0.1667,0.3481,0.2574,0.1212,0.0506,0.0357,0.0103,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,901.71,1.0,901.71,6.804292960607391
Didomi,0.1564,0.4633,0.22899999999999998,0.0731,0.0262,0.0209,0.0105,0.0104,0.0,0.0102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,854.59,1.0,854.59,6.7506218217607
Didomi,0.1017,0.3098,0.2055,0.1184,0.0769,0.0474,0.0423,0.0307,0.0196,0.0164,0.0097,0.0039,0.0021,0.0026,0.0012,0.0012,0.0012,0.0012,0.0012,0.0011,0.0011,0.0011,0.0011,0.0011,0.0012,0.0,0.0006,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,1000,1616.34,1.0009000000000001,1614.8866020581474,7.387020017747665
Didomi,0.3237,0.2402,0.1624,0.1007,0.0628,0.0425,0.0353,0.0168,0.0042,0.0038,0.0037,0.0,0.0,0.0,0.0004,0.0004,0.0004,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,1035.24,1.0002,1035.0329934013198,6.942188582873822
