app,200,600,1000,1400,1800,2200,2700,3500,4500,5500,6500,7500,8500,9500,10500,11500,12500,13500,14500,15500,16500,17500,18500,19500,25000,35000,45000,55000,65000,75000,85000,95000,110000,130000,median_response,sum_hist,sum_ratios,mean_response,mean_log
Didomi,0.0035,0.0125,0.0218,0.0301,0.0371,0.0409,0.0676,0.1148,0.0983,0.0793,0.0654,0.0549,0.0448,0.0379,0.0251,0.0251,0.0251,0.0251,0.0251,0.0125,0.0125,0.0125,0.0125,0.0125,0.054000000000000006,0.0222,0.0101,0.0053,0.003,0.0023,0.0012,0.0008,0.0009,0.0036,5500,9917.42,1.0003,9914.445666300111,9.201748130797924
Didomi,0.0,0.005,0.0347,0.0694,0.0662,0.0734,0.084,0.1381,0.10800000000000001,0.0842,0.0601,0.0431,0.0319,0.0273,0.0148,0.0148,0.0148,0.0148,0.0148,0.0053,0.0053,0.0053,0.0053,0.0053,0.0298,0.0176,0.0093,0.0042,0.0056,0.0013,0.0014,0.0007,0.0014,0.0029,4500,7896.4,1.0001,7895.610438956104,8.97406224339118
Didomi,0.0,0.0203,0.0458,0.0928,0.094,0.0939,0.105,0.1389,0.122,0.0676,0.0558,0.0399,0.0184,0.033,0.0061,0.0061,0.0061,0.0061,0.0061,0.0037,0.0037,0.0037,0.0037,0.0037,0.0168,0.0017,0.0036,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,3500,4831.48,1.0003,4830.030990702789,8.482608162920608
Didomi,0.0001,0.0055,0.0288,0.0695,0.0668,0.0539,0.0887,0.1489,0.12,0.0936,0.0688,0.0529,0.0397,0.0317,0.016,0.016,0.016,0.016,0.016,0.0053,0.0053,0.0053,0.0053,0.0053,0.0168,0.0045,0.0015,0.0008,0.0004,0.0001,0.0,0.0,0.0,0.0001,4500,5865.48,0.9996,5867.82713085234,8.677239679192313
Didomi,0.0,0.0,0.0026,0.0204,0.0551,0.0454,0.1306,0.1609,0.1467,0.1144,0.1035,0.0502,0.0394,0.0279,0.0129,0.0129,0.0129,0.0129,0.0129,0.0041,0.0041,0.0041,0.0041,0.0041,0.0044,0.0043,0.002,0.0,0.0,0.0025,0.0046,0.0,0.0,0.0,4500,6178.54,0.9998999999999999,6179.157915791579,8.728937281586905
Didomi,0.0,0.0091,0.0252,0.0528,0.0624,0.0632,0.0963,0.1441,0.1176,0.0979,0.0816,0.0571,0.0355,0.0307,0.0147,0.0147,0.0147,0.0147,0.0147,0.0048,0.0048,0.0048,0.0048,0.0048,0.0183,0.0069,0.0022,0.0,0.0,0.0004,0.0,0.0,0.0004,0.0004,4500,6002.75,0.9995999999999999,6005.15206082433,8.700373056562226
Didomi,0.0,0.001,0.0027,0.0112,0.0176,0.0249,0.0452,0.0988,0.1092,0.099,0.0946,0.0725,0.0588,0.0421,0.0248,0.0248,0.0248,0.0248,0.0248,0.0143,0.0143,0.0143,0.0143,0.0143,0.0693,0.0257,0.0127,0.0077,0.0046,0.0027,0.0008,0.0012,0.0012,0.001,6500,11041.33,1.0,11041.33,9.30940078358953
Didomi,0.0012,0.0097,0.0352,0.0628,0.0614,0.0665,0.1009,0.1281,0.0978,0.0708,0.0531,0.0454,0.0322,0.0289,0.0179,0.0179,0.0179,0.0179,0.0179,0.0086,0.0086,0.0086,0.0086,0.0086,0.0396,0.0163,0.0041,0.0038,0.0019,0.0024,0.0012,0.0009,0.0002,0.0017,4500,7729.43,0.9986,7740.266372922091,8.9541913810978
Didomi,0.0017,0.0041,0.009000000000000001,0.0198,0.0413,0.0423,0.0765,0.1217,0.1183,0.0966,0.0807,0.0552,0.0401,0.0356,0.0186,0.0186,0.0186,0.0186,0.0186,0.012,0.012,0.012,0.012,0.012,0.0555,0.0249,0.0095,0.0028,0.0028,0.0014,0.0022,0.0007,0.0014,0.0021,5500,9541.17,0.9992,9548.80904723779,9.164171718602681
